0.341,0.165,0.000,DarkYellow,|
0.290,0.663,0.016,Green,o
-
0.000,1.000,1.000,0.341,0.165,0.000,1.000
0.195,0.981,-1.000,0.341,0.165,0.000,1.000
0.000,1.000,-1.000,0.341,0.165,0.000,1.000
0.195,0.981,1.000,0.341,0.165,0.000,1.000
0.383,0.924,-1.000,0.341,0.165,0.000,1.000
0.195,0.981,-1.000,0.341,0.165,0.000,1.000
0.383,0.924,1.000,0.341,0.165,0.000,1.000
0.556,0.831,-1.000,0.341,0.165,0.000,1.000
0.383,0.924,-1.000,0.341,0.165,0.000,1.000
0.556,0.831,1.000,0.341,0.165,0.000,1.000
0.707,0.707,-1.000,0.341,0.165,0.000,1.000
0.556,0.831,-1.000,0.341,0.165,0.000,1.000
0.707,0.707,1.000,0.341,0.165,0.000,1.000
0.831,0.556,-1.000,0.341,0.165,0.000,1.000
0.707,0.707,-1.000,0.341,0.165,0.000,1.000
0.831,0.556,1.000,0.341,0.165,0.000,1.000
0.924,0.383,-1.000,0.341,0.165,0.000,1.000
0.831,0.556,-1.000,0.341,0.165,0.000,1.000
0.924,0.383,1.000,0.341,0.165,0.000,1.000
0.981,0.195,-1.000,0.341,0.165,0.000,1.000
0.924,0.383,-1.000,0.341,0.165,0.000,1.000
0.981,0.195,1.000,0.341,0.165,0.000,1.000
1.000,0.000,-1.000,0.341,0.165,0.000,1.000
0.981,0.195,-1.000,0.341,0.165,0.000,1.000
1.000,0.000,1.000,0.341,0.165,0.000,0.918
0.981,-0.195,-1.000,0.341,0.165,0.000,1.000
1.000,0.000,-1.000,0.341,0.165,0.000,1.000
0.981,-0.195,1.000,0.341,0.165,0.000,0.788
0.924,-0.383,-1.000,0.341,0.165,0.000,1.000
0.981,-0.195,-1.000,0.341,0.165,0.000,1.000
0.924,-0.383,1.000,0.341,0.165,0.000,1.000
0.831,-0.556,-1.000,0.341,0.165,0.000,1.000
0.924,-0.383,-1.000,0.341,0.165,0.000,1.000
0.831,-0.556,1.000,0.341,0.165,0.000,1.000
0.707,-0.707,-1.000,0.341,0.165,0.000,1.000
0.831,-0.556,-1.000,0.341,0.165,0.000,1.000
0.707,-0.707,1.000,0.341,0.165,0.000,1.000
0.556,-0.831,-1.000,0.341,0.165,0.000,1.000
0.707,-0.707,-1.000,0.341,0.165,0.000,1.000
0.556,-0.831,1.000,0.341,0.165,0.000,1.000
0.383,-0.924,-1.000,0.341,0.165,0.000,1.000
0.556,-0.831,-1.000,0.341,0.165,0.000,1.000
0.383,-0.924,1.000,0.341,0.165,0.000,1.000
0.195,-0.981,-1.000,0.341,0.165,0.000,1.000
0.383,-0.924,-1.000,0.341,0.165,0.000,1.000
0.195,-0.981,1.000,0.341,0.165,0.000,1.000
0.000,-1.000,-1.000,0.341,0.165,0.000,1.000
0.195,-0.981,-1.000,0.341,0.165,0.000,1.000
0.000,-1.000,1.000,0.341,0.165,0.000,1.000
-0.195,-0.981,-1.000,0.341,0.165,0.000,1.000
0.000,-1.000,-1.000,0.341,0.165,0.000,1.000
-0.195,-0.981,1.000,0.341,0.165,0.000,1.000
-0.383,-0.924,-1.000,0.341,0.165,0.000,1.000
-0.195,-0.981,-1.000,0.341,0.165,0.000,1.000
-0.383,-0.924,1.000,0.341,0.165,0.000,1.000
-0.556,-0.831,-1.000,0.341,0.165,0.000,0.941
-0.383,-0.924,-1.000,0.341,0.165,0.000,1.000
-0.556,-0.831,1.000,0.341,0.165,0.000,1.000
-0.707,-0.707,-1.000,0.341,0.165,0.000,1.000
-0.556,-0.831,-1.000,0.341,0.165,0.000,0.941
-0.707,-0.707,1.000,0.341,0.165,0.000,1.000
-0.831,-0.556,-1.000,0.341,0.165,0.000,1.000
-0.707,-0.707,-1.000,0.341,0.165,0.000,1.000
-0.831,-0.556,1.000,0.341,0.165,0.000,1.000
-0.924,-0.383,-1.000,0.341,0.165,0.000,1.000
-0.831,-0.556,-1.000,0.341,0.165,0.000,1.000
-0.924,-0.383,1.000,0.341,0.165,0.000,1.000
-0.981,-0.195,-1.000,0.341,0.165,0.000,1.000
-0.924,-0.383,-1.000,0.341,0.165,0.000,1.000
-0.981,-0.195,1.000,0.341,0.165,0.000,1.000
-1.000,0.000,-1.000,0.341,0.165,0.000,1.000
-0.981,-0.195,-1.000,0.341,0.165,0.000,1.000
-1.000,0.000,1.000,0.341,0.165,0.000,1.000
-0.981,0.195,-1.000,0.341,0.165,0.000,1.000
-1.000,0.000,-1.000,0.341,0.165,0.000,1.000
-0.981,0.195,1.000,0.341,0.165,0.000,1.000
-0.924,0.383,-1.000,0.341,0.165,0.000,1.000
-0.981,0.195,-1.000,0.341,0.165,0.000,1.000
-0.924,0.383,1.000,0.341,0.165,0.000,1.000
-0.831,0.556,-1.000,0.341,0.165,0.000,1.000
-0.924,0.383,-1.000,0.341,0.165,0.000,1.000
-0.831,0.556,1.000,0.341,0.165,0.000,1.000
-0.707,0.707,-1.000,0.341,0.165,0.000,1.000
-0.831,0.556,-1.000,0.341,0.165,0.000,1.000
-0.707,0.707,1.000,0.341,0.165,0.000,1.000
-0.556,0.831,-1.000,0.341,0.165,0.000,1.000
-0.707,0.707,-1.000,0.341,0.165,0.000,1.000
-0.556,0.831,1.000,0.341,0.165,0.000,0.996
-0.383,0.924,-1.000,0.341,0.165,0.000,1.000
-0.556,0.831,-1.000,0.341,0.165,0.000,1.000
0.556,0.831,1.000,0.341,0.165,0.000,1.000
1.397,1.397,1.000,0.290,0.663,0.016,1.000
0.707,0.707,1.000,0.341,0.165,0.000,1.000
-0.383,0.924,1.000,0.341,0.165,0.000,1.000
-0.195,0.981,-1.000,0.341,0.165,0.000,1.000
-0.383,0.924,-1.000,0.341,0.165,0.000,1.000
-0.195,0.981,1.000,0.341,0.165,0.000,1.000
0.000,1.000,-1.000,0.341,0.165,0.000,1.000
-0.195,0.981,-1.000,0.341,0.165,0.000,1.000
0.195,-0.981,-1.000,0.341,0.165,0.000,1.000
-0.981,-0.195,-1.000,0.341,0.165,0.000,1.000
-0.195,0.981,-1.000,0.341,0.165,0.000,1.000
-1.938,-0.385,1.000,0.290,0.663,0.016,1.000
-0.926,0.000,3.489,0.290,0.663,0.016,1.000
-1.976,-0.000,1.000,0.290,0.663,0.016,1.000
0.556,-0.831,1.000,0.341,0.165,0.000,1.000
1.397,-1.397,1.000,0.290,0.663,0.016,1.000
1.098,-1.643,1.000,0.290,0.663,0.016,1.000
-0.831,-0.556,1.000,0.341,0.165,0.000,1.000
-1.825,-0.756,1.000,0.290,0.663,0.016,1.000
-0.924,-0.383,1.000,0.341,0.165,0.000,1.000
-0.383,0.924,1.000,0.341,0.165,0.000,1.000
-0.385,1.938,1.000,0.290,0.663,0.016,1.000
